Liatháin,sciatháin
ra,ré
Tost,lost
lathair,cabhair
hócáide,ócáidí
awh,aw
Iarradh,iarradh
Chroí,Chrom
han,haon
Met,let
i,f
Fhir,Fair
Scrúduithe,scrúduithe
Z,d
bhrúigh,bhreith
area,arsa
iseatóip,iseatóp
Chríostaithe,Críostaithe
binne,Éinne
points,pointí
mbonn,mionn
ól,gl
De,ye
nu,eu
bh,bá
staonadh,shaoradh
acht,hacht
scaireanna,scoileanna
Máthair,áthais
Faiche,Fiche
NÉA,NA
marú,mar
Ben,Bn
f,fé
réalteolaíocht,réalteolaíoch
lé,lt
nar,nár
iris,inis
Amú,Am
maraithe,sáraithe
íobairt,hobair
lol,oll
Clisare,Cliar
teiripe,teoirice
phobail,pobail
hiontas,deontas
olla,alla
chuirim,chuirtí
post,cost
asal,asam
against,again
moon,soon
rann,gann
bpláinéad,bpláinéid
Bran,Brain
Le,ce
U,i
gaol,gol
Margaíochta,earcaíochta
phrótón,bprótón
TV,Tú
tine,mine
thost,thosú
cultúir,chultúir
Chris,Chúis
Thugtaí,thugtaí
Thacaigh,thapaigh
focain,focan
cháinte,choiste
roghnóirí,roghnóir
N,j
dar,Údar
síocháin,shuíocháin
cheapfar,cheapfadh
Zú,zú
bhainis,bheimis
At,Aa
Eagraíocht,fógraíocht
bhroinn,roinn
foréigean,thréigean
Jake,make
Pobail,Phobail
Sea,Seal
Chlainne,chlainne
conradh,lonrach
bhallstát,ballstáit
Ceardlanna,ceardlanna
tearma,téarma
cuar,cuir
léirigh,Éirigh
mhór,mhóir
lacha,lucha
shárú,sárú
fine,cine
áiteanna,háiseanna
sna,Óna
cathair,gcathair
gléasta,gasta
Mhoscó,Moscó
Toghadh,Togha
Peil,Peile
im,is
ionsaíodh,tosaíodh
eag,bag
thuarascáil,dtuarascáil
chumhacht,cumhacht
Mala,eala
Sea,Shea
mad,iad
easca,seasca
cos,co
Dána,lána
Ghaelacha,Ghaelach
hArdteiste,Ardteiste
critéir,cráitéir
they,hey
Bog,Bob
seasann,seasamh
luíochán,shuíochán
céatadáin,chéatadán
McCarthy,McCartney
car,cat
tua,nua
uairibh,uaibh
dtagann,dialann
tslí,slí
bhfómhar,fhómhar
básanna,spásanna
nollag,nollaig
Ór,r
Q,g
bealtaí,bealaí
Ceannaire,Ceannais
NRA,NA
SF,Só
Chontae,gcontae
clog,cloí
sinne,éinne
Chomhrá,Comhrá
Bán,Bon
Shraith,Shroich
Ceapadh,dreapadh
comhfhreagraí,gcomhfhreagraí
Óga,Ógra
ngealach,mbealach
FC,F
Ian,san
Poitín,poitín
sábháil,shábháil
sine,size
mas,mar
cabhrach,caorach
feabhas,fhabhar
dhíbirt,díbirt
Fásta,fásta
LáGaeilge,nGaeilge
hacht,hocht
IE,I
dalta,dulta
fhoilsítear,foilsítear
thaisce,thúisce
chláir,chlár
Ghael,Ghall
ceathanna,dhathanna
bhródúil,brodúil
géilleadh,cailleadh
túr,tár
Míol,síol
chlainne,cholainn
mún,min
saothair,iarthair
Mata,Matt
Nice,Nic
heagraíochta,eagraíochtaí
Mas,Mac
chúlra,cúlra
Seasann,Season
coireanna,cuireann
bia,bua
milseán,misean
phictiúir,pictiúir
teachta,seacht
ghairmiúil,chairdiúil
ceapadh,casadh
hionsaí,lionsa
áitreabh,litreach
Míol,Mhol
main,uain
Bronntanas,bronntanais
gColáiste,coláiste
mála,málaí
hEireann,deireann
Mine,mine
hoifigí,oifigí
tinneall,timpeall
gCoimisiún,Choimisiún
fichead,fiche
maol,mhol
dubha,dubh
chainte,chairt
Uachtaraí,Uachtar
lóistín,listen
tea,ea
fáil,fháil
dhéanann,bhfanann
Mhac,bhac
fheachtas,cheachtar
leabhair,meabhair
taim,téim
náisiún,náiriú
liosta,liostaí
shloinne,chlainne
deontas,íontas
ya,yo
inseacht,iasacht
dó,dh
al,ag
fearadh,scaradh
ngasúr,gasúr
Ghaeilg,Gaeilg
ar,war
Fhinneadha,Feinneadha
bhriain,thrian
sneachta,seachtú
Am,An
comhdhúile,comhdháil
chrá,chré
poor,door
hot,ho
y,ú
and,ad
gComhairle,gcomhairle
Cuan,Chuan
d,o
clainne,againne
Gardaí,gardaí
coláistí,gcoláistí
breithe,mbreith
béasach,brabach
Mara,Mala
Íte,rte
Sir,úir
blog,log
Réiteach,réiteach
mara,marc
cuimhní,cuimhin
mi,mil
Íontach,hiontach
Mr,Mí
Cáineadh,cháineadh
mhaise,maise
mata,bata
mire,mise
ranna,reanna
príomhchathair,bpríomhchathair
b,ú
ráige,ráite
Mhol,Mhíl
Maguire,Muire
Cláir,láir
Aa,sa
láithreacha,aithreacha
thailte,tailte
Tacaigh,Tapaigh
at,ab
sar,bar
Déanadh,déanadh
chraoltóra,chraolta
aontaim,aonair
Go,God
gCéadaoin,Ceadaoin
rannóga,ranga
né,np
den,en
tré,tri
réiteoidh,léireoidh
chré,chrá
é,j
dhearcadh,dhearfach
mhaithe,chaith
daichead,droichead
tosaigh,tosaithe
fhiosrúchán,bhfiosrúchán
Are,are
tharstu,thart
Ealaíon,Ealaíne
craoladh,claonadh
cócaireacht,cócaireachta
banc,ban
Samhain,amhail
neach,neamh
fite,aite
Isteach,teach
ist,ise
Nach,each
H,i
Game,name
Line,Linne
chogadh,cnagadh
mac,mas
Deich,Deoch
filleadh,milleadh
GA,A
An,un
G,Gá
Scileanna,Sailearna
bhím,chím
eigse,éigse
IFC,FC
nDaoine,Dhaoine
bhítear,mbítear
bpáirtí,bpáiste
yn,on
aos,bos
leathuair,leabhair
short,phort
gcluas,cluas
dob,job
led,lead
ghlanadh,glanadh
eastáit,stáit
chealú,cheadú
Fhailigh,thoiligh
siombailí,siombail
Easpaig,tEaspag
Who,who
Domhnaigh,Domhnaill
dara,para
न,z
yes,des
marcaíocht,earcaíochta
Breandán,Brendan
Áise,sise
Los,cos
Srath,rath
dú,ds
ghlanadh,shéanadh
éisc,héisc
Feic,leic
shuíochán,luíochán
Oscailt,Oscail
त,o
leabhra,leathré
Grand,Grande
gealach,gaelacha
dtagann,tafann
cuar,cur
chuairt,cheart
date,hate
suntais,iontais
suimiúl,suimiúil
gheofar,sheolfar
leanúna,leanúint
ndomhan,domhan
cloiche,cloiste
cráite,ráite
ngréasán,gréasán
thugaim,thurais
leic,teic
June,Jane
sráidbhaile,sráidbhailte
AT,As
éalú,Éalú
fós,nós
True,Tree
rón,ró
H,Ho
alla,halla
cró,chró
drong,wrong
acmhainn,hacmhainní
Bhainfeadh,mbainfeadh
comharthaí,gcomhartha
chosnódh,gcosnódh
cogaíochta,scolaíochta
hOileáin,heitleáin
Daoibh,aoibh
cuireann,coiteann
bréagán,beagán
s,vs
Pádhraic,Páraic
Pa,ga
sport,bport
suimiúl,suimiúla
thagann,tagann
Je,ne
stáin,óstáin
dochtúirí,dhochtúir
comhoibriú,gcomhoibriú
balla,halla
Tó,Te
Rís,rís
thigh,téigh
súil,siúl
Deiseanna,deiseanna
dochair,docha
nG,na
Tuillte,géillte
caith,cait
pháiste,pháirtí
Máistir,Muintir
lar,gar
prionsa,lionsa
lá,l
bhuiséid,buiséid
Ró,R
chuirtí,chirte
fhoinsí,chúinsí
Leisure,feisire
se,ie
éadaí,Éadaí
dhúisigh,thoisigh
fhaid,chaid
gcuairt,cuairt
tseachtain,seachtainí
prós,rós
dhéanadh,dhéanfadh
dea,dem
area,arna
dhúchas,dúchas
w,k
Ceannairí,Ceantair
chónaí,cónaí
Mo,Mí
eochair,deachair
shíl,shín
colainne,gcolainn
la,ya
ceannacht,cheannach
mbailte,baile
stailce,taisce
leí,lem
Charles,Carlos
éineacht,éifeacht
chabhrach,fabhrach
BT,Bí
leading,meaning
Fia,Fiú
Gradaim,Ghradam
Óig,Óir
fhíseán,físeán
cár,ár
rís,rím
Cabhair,gadhair
droichid,droichead
Thiar,Thuar
bhliain,bhlian
Freisin,treisiú
tabhair,arbhair
deara,deora
j,é
daite,dlite
tamall,tamaill
dífhostaíochta,dífhostaíocht
because,cause
gcomharthaí,gcomhartha
dhearnadh,dearcadh
bod,god
thaispeántais,taispeántais
fríd,tríd
gCorca,Corca
sad,sa
ni,nu
róin,lóin
bhronntar,bhronnfar
Gaeilgeoirí,Ghaeilgeoirí
Shraith,sraith
Maidir,Maidin
Arán,Ardán
Arabacha,Arabach
painéal,phainéil
ghlacfaidh,ghlacadh
Anne,Aine
maraithe,ardaithe
Éirí,tÉirí
súl,dúl
oibrithe,áirithe
Moslamach,Moslamaigh
ealaíontóra,ealaíonta
ii,si
iarrachtaí,iasachtaí
Thosnaigh,Thoraigh
póca,phóca
gceangal,gceantar
feasacht,leanacht
Carló,Carl
cait,caid
chúraim,chúram
dhíríonn,mhíníonn
bheannacht,mbeannacht
coinnle,coinne
dtreise,bhreise
siar,scar
Corcaígh,gCorcaigh
Shéamais,Shéamuis
cha,chan
son,shon
Phlean,Phelan
déanamh,téarnamh
U,r
dhear,fhear
Deir,deir
phas,has
buíochas,mbuíochas
moill,moille
milliún,billiúin
speaker,speakers
phaiste,páiste
now,new
anseo,annseo
Ceoltóirí,gceoltóirí
rós,rón
Glactar,nglactar
Jan,lan
Sé,té
Chultúrlann,Cultúrlann
leithid,mithid
Can,gan
triail,dtriail
Dhaid,dhaid
Mr,Mar
Casaide,Casadh
an,ann
lochanna,deochanna
Can,ian
míolta,síolta
áis,éis
haghaidh,magaidh
crainnte,roinnte
scáthán,scáthú
dtaisce,túisce
plandaí,planda
Dhálaigh,sháraigh
gcladach,gcuardach
leite,leáite
Comhghairdeas,Comghairdeas
old,olc
De,Du
cheapann,cheann
gcroílár,croílár
roth,oth
íontas,aontas
leaving,learning
Fheidhmeannas,fheidhmeannais
deichniúr,deichiú
slabhraí,slabhra
Kenneth,Kennedy
cleachtais,feachtais
chosaint,cholainn
faiteach,fathach
hea,dhea
Má,Mo
Bheifeá,fheicfeá
maitheas,mhaitheasa
rachfar,ramhar
eolas,heolas
Sraithe,Srath
Tuarascáil,thuarascáil
bhainim,bhain
maidne,muidne
mó,my
dtugtar,tugtar
Maigh,uaigh
d,ad
bharra,barra
tháinig,thainig
teampall,tamall
comhfhreagras,chomhfhreagras
Réigiúnach,réigiúnach
Ghrian,thrian
lonrachas,lonrach
if,il
brodúil,bhródúil
imreoirí,imreoidh
Earrach,lasrach
Páidí,Pháidí
doiléire,soiléir
choladh,cromadh
leic,reic
ó,ró
MT,Mo
choiste,choice
or,on
pasanna,spásanna
dtraidisiún,traidisiún
his,has
Da,Dad
bainisteoir,bhainisteoirí
Sheosamh,sheasamh
Eascraíonn,eascraíonn
leon,lon
g,ó
ainm,hainm
ár,ur
bheagnach,bheannacht
staidéar,staidéir
níb,níl
Mar,sar
lon,on
foghlaimeoirí,fhoghlaimeoirí
bhuama,buama
o,oh
thagadh,chanadh
Dear,mear
was,mas
Coinn,foinn
bunaidh,bunaithe
seoda,seodra
Eagraíocht,Eagraíodh
Z,ó
insan,ansan
coiteann,caitheann
sheisiún,seisiún
talmhaíochta,talmhaíocht
Eorpaigh,iompaigh
gcoinne,aoinne
bheimid,bheimis
mba,mbó
tuillte,táille
Seol,Seo
hin,hi
plean,phlean
chughat,chugat
ndéarfaidh,déanfaidh
la,ly
rathúla,ratha
ifreann,Éireann
Nod,dod
fheidhm,fheidhmiú
iar,nar
láthair,nathair
allas,alla
chomóradh,chonradh
fial,fill
cen,den
fhaightear,bhfaightear
into,info
fhada,fhad
Chorn,Corn
Let,set
fhichiú,fichiú
bagairt,bhagair
sochaí,sochar
guthanna,sruthanna
éachtaí,fachta
ma,má
ochtóidí,hochtóidí
Carrach,bharrach
Achainí,Acmhainní
imríonn,aimsíonn
hardáin,hamháin
fé,fo
dtuairim,tuairimí
Creidim,Creidimid
mbearna,dhearna
bpolaitíocht,polaitíocht
pian,plan
malairt,tagairt
Chartha,Chathal
postanna,pasanna
Nua,bua
Deas,Dheas
Anluain,Albain
Gréasán,ngréasán
s,x
à,r
five,fine
Jan,Jon
shlánaigh,chláraigh
choróin,gcoróin
non,nod
lámha,lámh
Bhearna,Bhanna
dathanna,fáthanna
cú,ch
fheachtais,cleachtais
Nó,ló
Nioclás,Nicolas
Cré,Cé
chlúdach,cladach
chuimhním,chuimhní
Léacht,léacht
súl,súil
asal,uasal
plan,play
ghluaiseacht,ngluaiseacht
sheirbhís,sheirbhísí
chruinn,phráinn
Bostún,Botún
fearacht,deacracht
álainn,alainn
Feirste,Ffeirste
tigh,high
tórramh,torrach
Briotáine,Bhriotáin
Bhreathnaigh,Breatnaigh
show,shos
molann,olann
ionann,ionainn
sos,so
tabhairt,tabhair
Lena,dena
sean,scan
mBuiséad,bhuiséad
bána,bánú
gComhdháil,Comhdháil
peann,teann
freastal,freastalaí
thosaithe,tiomsaithe
Pheadar,Peadar
Lake,Lae
dán,ndán
mhianach,mianach
eagrais,arais
vs,is
Conaire,iomaire
iarrtha,saortha
réabtha,réalta
Deas,meas
nath,nach
deas,dreas
thagadh,magadh
Tríocha,Tríona
iarthair,iarthar
man,ian
láthair,labhair
roghnóinn,roghnóir
Pháidí,Pháidín
phreab,preab
chonradh,bhorradh
theme,these
Síos,Síol
súile,shúile
Iúl,cúl
bhfágfar,bhfágfadh
chlainne,clainne
Suimiúil,shuimiúil
Leabhra,leabhra
Ann,Anne
bhialann,bialanna
coir,choir
Fine,tine
Cheathrú,gCeathrú
ghlacadh,ghlanadh
gar,ar
Meiriceánach,Meiriceánaigh
Crowe,Crown
dteacht,teachta
Easpag,Easpa
compordach,chompordach
giving,living
feoil,ceoil
muise,mise
cothrom,cothroime
tharrac,tharam
éiríodh,eisíodh
weather,father
Ara,Arna
sá,gá
gCeantar,Ceaptar
cuóta,chóta
díon,dínn
pobail,bpobail
dha,dho
líonmhaire,líonmhar
Dílis,dílis
tabharfaidh,dtabharfaidh
shaoradh,chíoradh
comharsan,chomharsan
Hall,Half
Déanaimis,Déanaim
Bheartaigh,theastaigh
fhiosrúchán,fiosrúchán
bhríomhar,bríomhar
Dr,De
Boy,Box
Foilsitheoir,foilsitheoirí
hithe,thithe
Maighréad,Mairéad
bhainistíocht,bainistíocht
cheacht,cheart
fhómhar,fhabhar
bhliana,blianta
ceathair,cathain
Rossa,Ross
neirí,néirí
Cogadh,Coladh
eiteach,biseach
sad,ad
ma,ha
seat,sent
Baile,Buile
e,f
dearadh,dearfach
treis,breis
at,ac
ya,la
phostanna,bpostanna
thagair,thagadh
leathuair,lathair
Uachtar,éachtaí
roimh,roimhe
Leac,leac
Saothar,othar
Fhear,hear
FAOI,FAI
In,Ind
Cónaithe,cónaithe
aifreann,aifrinn
Logainmneacha,logainmneacha
Buaiteoirí,Buaiteoir
Palaistíne,Phalaistín
Uimhir,uimhir
ah,at
pholaitíocht,bpolaitíocht
bhféadfaidh,bhféadfadh
seachain,sheachtain
Up,Un
greannmhar,grianmhar
cumasaí,cursaí
gceadúnas,gceannas
fuaim,uaim
Bhearna,mbearna
Coistealbha,Coisdealbha
suímh,suíomh
mír,mar
tagairt,tsagairt
Teach,dTeach
bradáin,bréagáin
léine,déine
Briotanach,Briotanaigh
geata,geala
aicmeach,aisteach
Donald,Donall
anam,agam
a,x
theas,dheas
Cionn,Coinn
aonú,aon
art,are
foilsitheoir,foilsitheoirí
éisteacht,éifeacht
ndéanaim,ndéana
aithneodh,aithneofá
Teachtaí,léachtaí
chaitear,chastar
trialacha,trialach
may,say
plátaí,pláta
dtoghchán,thoghchán
para,sara
Tig,Thig
farasbarr,fharasbarr
Mháirtín,gháirdín
agaibhse,agaibh
dtimpiste,timpistí
gealach,salach
Ós,as
bhealach,bhealaigh
Leanann,déanann
chlú,chúl
fhórsaí,chúrsaí
Y,a
dearfach,dearfacha
knows,know
Coiste,Cliste
éicint,éigint
dteastaíonn,theastaíonn
Blog,Bog
AE,As
ex,ea
gabhail,abhaile
Com,Col
lucha,lacha
deasa,deara
Eve,ve
ardaigh,aonaigh
fógraíocht,fhógraíocht
line,like
bhfuil,bhuil
dáta,data
fhilleadh,filleadh
Liadh,Luadh
Lam,tam
suime,suim
sheans,shean
téigh,léigh
deartha,reatha
gclaí,claí
Inné,inné
App,app
iontach,hiontach
neamhspleáchas,neamhspleáchais
straitéisí,straitéise
gCeantar,gceaptar
eiteachas,oideachas
Uisce,aisce
Réaltán,Réalt
cheacht,seacht
Guím,guím
Bealach,ngealach
seoigh,beoigh
Stop,top
iarratas,iarrtar
dem,dom
L,á
comharsa,chomharba
bhféadfaí,bhfeadfaí
Giúdach,siúlach
íobartach,íobartaigh
gcomhair,gcabhair
fógra,tógra
malairt,mhalairt
ATT,AT
ha,sa
Adams,Adam
mhuintire,muintir
Dr,Dó
pláta,práta
inneach,rinneadh
d,É
John,Join
set,get
buailte,buille
Ok,uk
Abú,Ab
laghdaithe,lagaithe
Tabhair,gabhar
ana,aka
lt,t
bhlas,ghlas
chruinneas,chruinne
cuireann,fireann
uan,an
pháiste,mhiste
dhéanaim,dhéanaimid
bealaigh,bhealaigh
fhéin,héin
Mhór,mhór
bpostanna,phostanna
á,pá
cíos,cros
Ba,Bh
neacht,reacht
diúltach,diúltacha
san,sna
babhtaí,mbabhtaí
núicléas,núicléis
deis,leis
ne,le
againne,ragairne
molta,mholta
sin,sia
chosantóirí,cosantóirí
bhusanna,buanna
chol,ceol
leathan,laetha
Der,her
litreach,leictreach
ambaiste,baiste
cuí,tuí
Learaí,Leanaí
ngealach,ghealach
bhéil,bhéal
mbia,bia
seoltaí,seolta
fhágtar,thógtar
chaora,caora
Chumann,thugann
Deo,De
mianach,riadach
thoradh,chíoradh
o,x
rith,cith
Arracht,Aerach
oraibhse,raidhse
chonartha,chontaetha
seó,sea
Teachta,sneachta
Dan,Don
gceannaire,ceannaire
Ó,w
thabharfar,thabharfaí
chúraim,chúraimí
príomha,bpríomh
Life,Live
níochán,síochána
ma,mba
Dhara,Dara
hóige,óige
yé,lé
u,É
R,k
scagadh,leagadh
Bean,Bhean
Hare,care
troithe,tithe
War,Ward
ghach,gach
style,stíle
Tóchair,Tabhair
Comhairlí,Chomhairle
comrádaí,chomrádaí
Oírr,Oirr
high,thigh
L,a
séimhe,séimh
Sóisialta,Speisialta
Tógann,tógann
cháim,chéim
cháil,cáil
oibrithe,hoibrithe
teoranta,tiomanta
anseo,anso
tsagairt,tagairt
mhall,bhall
Bearnaí,earraí
Ultach,tUltach
ce,de
chuaidh,chugaibh
capaill,tamaill
B,i
Poblachta,Poblachtach
buachan,buachaint
bhainne,bainne
Chaitlín,Chuilín
feictear,deirtear
Bhuí,Bhun
hathair,chathair
coinnithe,coinnigh
e,j
caitheadh,suaitheadh
dheasca,seasca
chaipín,chúilín
shúil,shúl
hiarrachtaí,hiarracht
thuilleamh,tuilleadh
Easpa,easpa
Gaeilgeoirí,Ghaeilgeoir
déag,dhéag
cairt,cuairt
fostaithe,fhostaithe
aithníodh,aithníonn
timpistí,timpiste
Crann,Ceann
ceannasaí,cheannasaí
chugam,chugham
r,h
Adh,Ach
fógairt,rógaire
tháillí,thuill
cheantar,gceantar
é,x
Dúirt,Duirt
mhó,dhó
bearnaí,bhearna
Aithníonn,aithníonn
Baint,Bain
árthach,fathach
ab,abú
stage,state
Ní,dí
Ceardlann,cheardlann
nois,aois
fhógair,fhómhair
Chanáin,Chatháin
Chionn,Cionn
damanta,amanta
tarlaíonn,dtarlaíonn
Fraincise,Fraincis
Gá,tá
faillí,fhaillí
Ba,Bad
seachas,seacht
Ceathair,Ceathrar
fáthanna,dathanna
Cathair,Ceathair
Éire,mire
thagadh,thagas
bhriseann,bhriseadh
Mhol,Mol
Eorpaigh,portaigh
clar,clear
German,Gorman
bas,bos
Phiarsaigh,Piarsaigh
des,den
aisteacha,éisteachta
haistriúcháin,aistriúchán
deireanas,deireanach
Gearr,Ghearr
crapadh,ciapadh
Coillte,millte
dí,dtí
c,z
bhunaidh,bhunadh
dorais,donais
h,a
tú,túr
dhearna,dhear
scoilte,scoith
Bhrasaíl,mBrasaíl
oscailte,hoscailt
riamh,riabh
En,Eh
Tó,Ta
Chairde,cheirde
aireach,aireacht
dár,dúr
dhiaidh,dadaidh
cúiteamh,chúiseamh
wee,were
bulaíocht,aclaíocht
gníomhach,ghníomhach
lé,sé
leo,len
cearn,charn
chuaidh,chogaidh
seilbhe,seilge
bhriseadh,bhlaiseadh
dtaisce,thaisce
thomhas,tomhais
Le,Les
Cé,té
thiocfadh,dtiocfadh
scéalta,scata
rósanna,reanna
read,dead
rinneadh,gcinneadh
IE,Is
Aeráide,sráide
léannta,séanta
Eo,xo
príomha,ríomh
Pádraig,Padraig
Bonn,Bíonn
Éideann,titeann
Main,bain
borradh,bearradh
géillte,féilte
iontais,ionas
Chaoimhín,Chaoimhe
dialann,salann
aire,aoire
Nár,ár
np,up
tíocht,tocht
faisean,faiseanta
Iarthair,Iarthar
ndeireann,bheireann
and,ard
tine,line
comhair,conair
tabhachtaí,tabhacht
í,y
leid,leir
Caoineadh,caoineadh
Mayo,mayo
ón,ór
fá,fás
Dúshlán,Dúshláin
champas,gcampas
Our,gur
gníomhairí,ríomhairí
íocfar,íoctar
Mas,Ms
Bhóithre,cheithre
mbrí,mbrú
Lucas,Luas
Get,get
meastar,mheastar
Ré,hé
stampa,stampaí
aighnis,aighneas
Saothair,othair
reachtúla,reachtúil
fháilte,háite
chreidim,creidimh
B,h
bhallaí,bhannaí
ndea,dea
banna,banana
mhéar,mhéad
lasrach,caorach
talaimh,adaimh
cé,clé
Meáin,meáin
tOllamh,thalamh
Now,how
Ár,ár
Gallachóir,Ghallchóir
gu,gé
Cealla,cealla
tábhacht,tábhachtaí
chosúlacht,cosúlachta
fhágann,thugann
clog,clos
tola,thola
chleas,chluas
Beal,Bear
eolas,eolaí
art,ar
ceilt,cheilt
gorm,orm
Sa,St
Chomhdháil,Comhdháil
ghunnaí,ghunna
pilleadh,tuilleadh
té,th
Dhaoine,maoine
aoire,aoise
cairde,cáirde
Dearcadh,meascadh
ceall,call
Room,room
Manchain,lachain
scornach,sionnach
iarrfaí,iarsmaí
íontach,contact
leasa,measa
torthaí,gothaí
bl,ol
seinnte,poinnte
Buiséad,mbuiséad
ceantar,ceanna
tuaiscirt,tuiscint
thóir,tóir
bhreátha,bhreith
Botún,Bostún
cloch,clock
Oh,Ok
bhunaithe,thuaithe
Linne,inne
uilleann,filleann
ban,man
bac,bad
misnigh,mhisnigh
earcaithe,beartaithe
Chloich,Cloich
Iad,lad
E,á
i,x
chraoltóirí,craoltóir
thuairisc,thuairim
fhiacla,fhiacha
cháinte,sláinte
han,bhan
isteach,inneach
Chearta,bearta
do,dh
seol,saol
teochta,teocht
mon,on
Cionnaith,Chionnaith
treoraí,leoraí
geansaí,ngeansaí
buí,buy
R,p
thógtar,thugtar
Poblacht,phoblacht
caol,gaol
Cé,lé
séasúr,séasúir
ailse,hailse
AG,Ah
ard,ardú
raic,rac
is,Áis
Da,ra
bog,bhog
lann,olann
Chuig,chuig
Measaim,ceapaim
bhuíochas,mbuíochas
Modern,modern
choinneal,choinne
aithris,leithris
thuaithe,mhaithe
hiriseoirí,iriseoirí
bpainéal,cainéal
ordaithe,sraithe
creathadh,leathadh
óna,móna
chumann,chuma
Lean,gean
bhfillfidh,bhfillfeadh
tUltach,nUltach
eolaíochta,collaíochta
Bowe,Bowie
scaithimh,caithim
Domhnaill,Dhomhnaill
thugadh,mhagadh
phunt,punt
cóiméid,chóiméad
xo,o
airm,aire
Ait,áit
fan,uan
mi,di
FA,Fé
díolta,síolta
athruithe,thréithe
Deiridh,Dearadh
Theachta,cleachta
Ca,da
dóigh,dhóigh
Leanann,fearann
Ind,and
Carna,Cara
sainiúil,stairiúil
geallta,geala
b,w
trial,trian
shínigh,mhínigh
Saothar,Saothair
imríodh,insíodh
tatú,tacú
o,mo
cabhrach,cathracha
Chuige,chuige
pour,our
r,rl
Féach,Féich
huibheacha,huimhreacha
phá,phár
Sean,Sea
machnamh,mhachnamh
pharóiste,phaiste
tuairime,thuairimse
mí,má
Ghleann,pheann
freagra,freasúra
thig,thit
mhaisiú,mhaoiniú
chothromaíocht,cothromaíocht
Jane,June
Uibh,Uíbh
chanadh,chogadh
hip,aip
Abair,abair
Bhóthair,bhóthar
Did,aid
mbus,mbás
Chartha,Curtha
náisiúntacht,náisiúnach
gé,gt
Caife,Caide
Atha,Athar
mad,ma
Bryan,Bran
buy,busy
Chogadh,mholadh
Buan,Bua
Pheil,fheil
So,ho
Ceanada,Ceapadh
pearsantacht,phearsantacht
Ól,rl
CG,Ca
doineann,oireann
maide,maidí
Sléibhte,sléibhte
bradáin,hardáin
chónra,cónra
ceardlanna,ceardlainne
Spáinnise,Spáinnis
bhFéile,bhéile
bhall,hall
comhartha,comharba
Onóir,onóir
giolcaireacht,giolcaireachta
Téim,céim
Linn,Léinn
earcaigh,earcaithe
mind,min
reisimint,eisiúint
Uaimh,Uimh
cheithre,gceithre
Antoine,Antoin
ló,l
deireann,Éireann
custaiméir,gcustaiméirí
Chúil,Chóil
AD,As
maraithe,staraithe
hat,ha
Phóilín,phóilíní
l,x
chloch,chroch
d,t
ionam,ioncam
x,é
forógra,bhforógra
mheasta,measa
cheapfadh,cheapadh
admháil,amhail
comhthéacs,gcomhthéacs
Sean,Seán
stay,star
mhéara,méara
bhuaiteoirí,mbuaiteoirí
ruathar,reatha
bhogadh,boladh
hothair,athair
by,bó
Earraigh,eagraigh
Ciaráin,Chiaráin
Now,row
lear,wear
Mad,éad
Yes,es
sholáthar,sholáthair
hOileáin,Oileáin
peann,beann
aimseoidh,inseoidh
ya,da
nó,gnó
meá,leá
eagla,eagal
deal,real
Micí,Mick
phór,phós
baineadh,deineadh
iarr,iar
ata,fata
Léinn,Léine
tagraíonn,tacaíonn
docht,locht
Chuireadh,Chuireas
thost,phost
carachtar,cheachtar
Com,Comh
aisteoirí,héisteoirí
Office,office
chlis,chois
nia,nil
Sr,Sa
life,line
MisneachBF,Misneach
chultúrtha,cultúrtha
chuntais,cuntas
sí,ní
Cath,Caith
dTuaisceart,dtuaisceart
ith,lth
dhearfach,mharfach
gcúilín,scéilín
fhéadfaidh,fhanfaidh
Law,Las
Ó,e
dTeachtaí,teachtaí
túr,tir
Ard,Ardú
geal,real
oifig,oifige
Cionn,bionn
Seasann,seasann
Ceilteacha,gCeilteach
Á,b
aifreann,Éireann
shá,dhá
breátha,beatha
Mhac,Mhic
B,o
bhaisteadh,bháisteach
Labhraím,Labhraímid
mbuille,mbille
clainne,clann
MA,Mó
Síos,Sos
painéil,phainéil
mhuintir,mháistir
Cath,rath
Ceathrú,meabhrú
céilí,chéilí
feithidí,fichidí
car,war
Fraince,rince
thuigim,thitim
Titeann,thiteann
Com,Con
Gall,call
taithneamh,raithneach
hear,fear
foclóirí,focloir
taisce,dtaisce
Tacaigh,Thacaigh
Stop,Shop
cartadh,margadh
éin,in
Tony,Toy
same,came
Q,é
insíodh,ionsaíodh
bl,bá
báis,báid
déaga,déag
chath,chaith
úd,dú
fís,fhís
Codladh,boladh
Rud,fud
Bn,B
ualach,salach
éirithe,imithe
Sraith,sraith
Farraige,fharraige
gaolmhar,ceolmhar
caitheamh,caidreamh
ndearna,bearna
fichidí,fichid
goil,goal
taise,tais
droma,drama
dho,dhe
margaíocht,marcaíocht
Cailleach,cailleach
míle,míre
Céad,éad
slabhra,siobhra
hiarrachtaí,iarrachta
roghnóidh,roghnóir
dheasca,dheas
gluaiseachta,ngluaiseacht
no,yo
chló,chlós
a,n
líonraí,síoraí
réabtha,riartha
leagann,tagann
phostáil,thástáil
fostaithe,bhfostaithe
Las,Lae
Gall,all
iasachtaí,iasachta
Eagarthóir,eagarthóir
bhrúigh,bhisigh
ligint,éigint
ghinmhillte,ginmhillte
ceapacháin,cheapachán
crainnte,cinnte
gabhail,diabhail
